n-gram,count
"('маленький', 'принц')",198
"('экзюпери', 'маленький')",43
"('антуан', 'экзюпери')",42
"('сказал', 'маленький')",26
"('и', 'не')",20
"('принц', 'и')",20
"('потому', 'что')",17
"('спросил', 'маленький')",17
"('ничего', 'не')",15
"('маленького', 'принца')",14
"('добрый', 'день')",14
"('но', 'не')",12
"('это', 'не')",11
"('а', 'что')",11
"('не', 'так')",10
"('и', 'маленький')",10
"('и', 'все')",10
"('никогда', 'не')",10
"('это', 'было')",9
"('что', 'это')",9
