n-gram,count
"('и',)",461
"('не',)",322
"('маленький',)",203
"('принц',)",200
"('что',)",157
"('это',)",132
"('а',)",128
"('но',)",120
"('сказал',)",113
"('как',)",110
"('все',)",87
"('очень',)",74
"('так',)",61
"('если',)",59
"('да',)",58
"('когда',)",55
"('вот',)",55
"('же',)",53
"('был',)",47
"('антуан',)",44
