n-gram,count
весь,154
это,116
художник,93
портрет,90
глаз,67
сказать,66
мочь,66
кисть,53
лицо,52
человек,50
казаться,45
картина,44
ещё,43
рука,41
всякий,39
слово,39
душа,39
стать,38
хотеть,36
видеть,34
